ROWNUMBER|ITEMID|TITLEFULL
5881|19196|Pale Rider
5882|18117|Larger Than Life
5883|19021|Notre musique
5884|18584|Meet Joe Black
5885|21435|Bend It Like Beckham
5886|15633|Breakin 2: Electric Boogaloo
5887|22103|Troy
5888|19543|Raging Bull
5889|17038|Gangster No. 1
5890|15780|Captain Corellis Mandolin
5891|16433|Dirty Filthy Love
5892|19766|Romy and Micheles High School Reunion
5893|16893|Fluke
5894|13850|That Darn Cat!
5895|17601|Hustle
5896|17852|Jason and the Argonauts
5897|18573|Me Without You
5898|21704|Howards End
5899|15559|Body Snatchers
5900|22143|Wild Things 2
5901|15077|Amores perros
5902|20614|Thinner
5903|21518|Cronos
5904|22204|Home Alone 3
5905|20486|Swept Away
5906|14983|The Affair of the Necklace
5907|18933|New Waterford Girl
5908|16897|The Fog
5909|19699|Ring of Darkness
5910|16981|Friday the 13th Part 2
5911|18481|The Man Who Fell to Earth
5912|17901|Josie and the Pussycats
5913|19633|Remember the Titans
5914|17129|Glory Daze
5915|20458|Surviving Christmas
5916|20616|The Third Wheel
5917|21530|Daredevil
5918|12426|Gerry
5919|16358|Desert Blue
5920|16974|Fresh
5921|17652|The Idolmaker
5922|17926|The Jungle Book
5923|18798|Mughal-E-Azam
5924|20206|The Son of the Sheik
5925|4603|Scarecrow Gone Wild
5926|19544|Raid on Entebbe
5927|17612|I Confess
5928|19438|Prince Valiant
5929|20679|Titanic
5930|18551|The MatchMaker
5931|15258|Bandits
5932|18363|Love & Basketball
5933|16739|Fallen
5934|18717|Money Train
5935|16684|Evelyn
5936|17358|Haunted
5937|17849|January Man
5938|19493|The Purple Rose of Cairo
5939|20342|Stepmom
5940|14885|100 Girls
5941|5584|Paradise Alley
5942|19525|Quills
5943|18972|Nine Months
5944|16644|Enduring Love
5945|16470|Dolls
5946|15962|City of Joy
5947|18667|The Miracle of Morgans Creek
5948|22212|The Lives of a Bengal Lancer
5949|20125|The Skulls III
5950|17742|Inherit the Wind
5951|19319|Picture Bride
5952|15583|Border
5953|20558|Teen Witch
5954|17418|Helter Skelter
5955|16113|Cowboy Up
5956|18454|The Main Event
5957|16674|Escape to Witch Mountain
5958|19217|Parasite
5959|19664|Return to Horror High
5960|21616|Finians Rainbow
5961|18343|Lost Command
5962|16385|The Devils Advocate
5963|18610|The Merchant of Venice
5964|19927|Sea of Love
5965|20852|Two Bits
5966|15456|Bird
5967|17838|Jagged Edge
5968|15256|Band of the Hand
5969|19730|Robin and the 7 Hoods
5970|16145|Critters 2: The Main Course
5971|17188|Gotti
5972|19245|The Peacekeeper
5973|15812|Cartouche
5974|21868|No Mans Land
5975|16599|The Education of Little Tree
5976|15751|California Suite
5977|16691|Everyone Says I Love You
5978|16888|Flirting with Disaster
5979|18997|Noel
5980|19743|The Rocketeer
5981|20153|Slums of Beverly Hills
5982|21016|Wait Until Dark
5983|20235|Southern Comfort
5984|17000|Full Frontal
5985|17185|Gosford Park
5986|16755|The Fantastic Four
5987|15496|Blackbeards Ghost
5988|20203|Son of Flubber
5989|22233|The Red Shoes
5990|18080|La Bamba
5991|21531|Dark City
5992|16308|Death Wish 3
5993|22038|Spy Kids
5994|17458|High Sierra
5995|14912|3 Strikes
5996|20403|Stuart Little
5997|16320|Deceiver
5998|14951|Absolute Beginners
5999|14946|Above the Law
6000|19463|Project: ALF
6001|22047|Stella Dallas
6002|19005|The North Avenue Irregulars
6003|19669|Return to Snowy River
6004|15807|The Carpetbaggers
6005|20622|This Gun for Hire
6006|18092|Lady and the Tramp
6007|21493|Cape Fear
6008|18713|Mona Lisa
6009|18201|Leonard Part 6
6010|16026|Comic Book: The Movie
6011|16953|Frankenstein Created Woman
6012|18854|My Darling Clementine
6013|20504|The Sword in the Stone
6014|18307|The Long Kiss Goodnight
6015|19356|Plaza Suite
6016|17379|Heart Condition
6017|21509|Close My Eyes
6018|16876|Flesh Gordon
6019|21476|Braveheart
6020|17895|Johns
6021|18188|Legally Blonde 2: Red, White & Blonde
6022|18381|Love Serenade
6023|19337|The Pirate Movie
6024|15653|Bridget Jones: The Edge of Reason
6025|17499|Honey
6026|21053|The Wash
6027|17660|Ill Do Anything
6028|15426|The Big Picture
6029|19922|Scrooge
6030|20091|Simpatico
6031|21055|Washington Square
6032|19768|Rookie of the Year
6033|21363|Devil in a Blue Dress
6034|19396|The Postman Always Rings Twice
6035|21877|Office Killer
6036|19635|Remo Williams: The Adventure Begins
6037|15686|Brubaker
6038|22266|Lawman
6039|15681|The Brothers McMullen
6040|15279|Barfly
6041|17107|Girl Next Door, The
6042|20477|The Sweet Hereafter
6043|20542|Tart
6044|15803|Carnival of Souls
6045|17391|Heaven
6046|18652|The Milagro Beanfield War
6047|21109|Whats Up, Doc?
6048|15300|Battle of the Bulge
6049|17978|Kellys Heroes
6050|15792|Career Opportunities
6051|17243|Gross Anatomy
6052|21124|When a Stranger Calls
6053|17939|Just Cause
6054|20992|Virgin
6055|17143|Gods Little Acre
6056|21582|Edges of the Lord
6057|16007|Cold Mountain
6058|18629|Miami Blues
6059|17522|The Horses Mouth
6060|21492|Cant Hardly Wait
6061|18753|Mother India
6062|21396|The Age of Innocence
6063|15912|Children of Dune
6064|16561|Dune
6065|17187|Gotham
6066|20805|Tromas War
6067|18154|The Last Valley
6068|20975|Vertical Limit
6069|18521|Manny & Lo
6070|20750|Toys
6071|20066|Showtime
6072|16451|Divine Secrets of the Ya-Ya Sisterhood
6073|17321|Hannibal
6074|21688|Holes
6075|16411|Diggstown
6076|15347|The Bellboy
6077|4722|Steel Dawn
6078|4666|Essex Boys
6079|15235|Bad Influence
6080|18790|Mrs Brown
6081|16248|Darling
6082|18093|Lady in Cement
6083|22194|The Four Feathers
6084|15741|Cabin Boy
6085|15504|Blame It on the Bellboy
6086|19897|The Scarlet Pimpernel
6087|15585|Boris and Natasha
6088|19960|Series 7: The Contenders
6089|20075|The Sight
6090|14123|The Great Gatsby
6091|15096|Angels Dance
6092|15204|The Awful Truth
6093|22023|Slumber Party Massacre III
6094|16528|Dream Lover
6095|17034|Gang Related
6096|17089|Ghost World
6097|15388|The Betsy
6098|17584|The Hunchback of Notre Dame
6099|18394|Love! Valour! Compassion!
6100|16062|Control
6101|15615|Brain Donors
6102|22108|Twin Falls Idaho
6103|19046|Octopus 2: River of Fear
6104|15458|The Birdcage
6105|17538|House Party 3
6106|16497|Double Team
6107|17816|Its All About Love
6108|20998|Visitors
6109|18442|The Magic Christian
6110|17446|Hiding Out
6111|16272|Days of Thunder
6112|17993|The Kid
6113|19683|The Rich Mans Wife
6114|17263|Guinevere
6115|17905|Journeys with George
6116|15368|Beowulf
6117|22080|This Girls Life
6118|15356|Below
6119|18435|Madeline
6120|21485|Buffalo Soldiers
6121|12595|My Teachers Wife
6122|15007|Alfie
6123|19674|Revenge of the Pink Panther
6124|20401|Stroker Ace
6125|15536|Blue Chips
6126|16717|Extremities
6127|17380|Heart and Souls
6128|16351|Demon Seed
6129|12295|Stroszek
6130|19545|Raiders of the Lost Ark
6131|22104|True Grit
6132|17281|The Guys
6133|16807|Fidel
6134|19151|Our Lips Are Sealed
6135|17180|Goodbye, Columbus
6136|21206|The Winds of War
6137|19321|Picture Perfect
6138|21120|When We Were Kings
6139|15753|Call Me: The Rise and Fall of Heidi Fleiss
6140|21344|Zelig
6141|17295|Half Baked
6142|22138|Where the Heart Is
6143|21475|Boys Dont Cry
6144|16073|Cooley High
6145|19620|Reform School Girls
6146|16938|Four Rooms
6147|21826|The Matrix Reloaded
6148|22091|The Toolbox Murders
6149|17113|Girl, Interrupted
6150|19887|Saving Grace
6151|14952|Absolute Power
6152|20611|Things Behind the Sun
6153|18552|Matchstick Men
6154|19249|The Pebble and the Penguin
6155|18247|The Limey
6156|21761|L.A. Confidential
6157|18945|Niagara
6158|19936|Secret Admirer
6159|15126|Antibody
6160|14966|The Addams Family
6161|15822|Cast Away
6162|16873|Flawless
6163|16480|Donovans Reef
6164|18975|The Ninth Gate
6165|19357|Pleasantville
6166|19930|Searching for Bobby Fischer
6167|15533|Blow Out
6168|21495|Carrie
6169|16464|Dogfight
6170|17853|Jasons Lyric
6171|20744|The Towering Inferno
6172|16115|Cowboys & Angels
6173|16074|Cop
6174|15937|Chupacabra Terror
6175|15328|The Bedroom Window
6176|17596|Hurlyburly
6177|20306|Star Trek III: The Search for Spock
6178|18784|Mr. Saturday Night
6179|18218|Liberty Stands Still
6180|17867|Jericho Mansions
6181|16788|Fear X
6182|16246|Darkness
6183|20050|Shoot to Kill
6184|17527|Hot Pursuit
6185|6295|White Lightning
6186|12058|Mutant Aliens
6187|20333|Stealing Home
6188|20613|Things to Do in Denver When Youre Dead
6189|22087|To Live and Die in L.A.
6190|18331|The Lord of the Rings: The Two Towers
6191|18365|Love Affair
6192|17333|Happy, Texas
6193|21139|While You Were Sleeping
6194|18448|The Magnificent Seven Ride!
6195|18203|Leprechaun 3
6196|21679|Heaven Can Wait
6197|18420|Mac and Me
6198|16175|Curdled
6199|17726|Incubus
6200|17644|Ice Princess
6201|14991|Agneepath
6202|21595|Extreme Prejudice
6203|15200|Avenging Angelo
6204|17518|The Horse Soldiers
6205|16579|Easy Money
6206|11217|Babe, The
6207|20898|The Underground Comedy Movie
6208|16816|The Final Countdown
6209|21999|Seven Years in Tibet
6210|20575|Tenebre
6211|18156|The Last Wave
6212|11862|All the Little Animals
6213|18215|Lianna
6214|15030|All the Real Girls
6215|17656|Igby Goes Down
6216|17108|The Girl Next Door
6217|12863|Blacktop
6218|6733|War Photographer
6219|17945|Just a Kiss
6220|18768|Mr. 3000
6221|19171|Outrageous Fortune
6222|17618|I Got the Hook Up
6223|15165|Aspen Extreme
6224|20850|Twin Peaks: Fire Walk with Me
6225|15043|Amar Akbar Anthony
6226|21408|The Amityville Horror
6227|17444|Hide and Seek
6228|20836|Turbo: A Power Rangers Movie
6229|16820|Final Examination
6230|19343|Places in the Heart
6231|20880|Uncle Buck
6232|16656|Envy
6233|17843|James Dean
6234|21281|The Worst Witch
6235|15299|The Battle of Shaker Heights
6236|17490|Home for the Holidays
6237|7403|Bolero
6238|20351|Stir of Echoes
6239|17208|The Great Dictator
6240|20127|Slacker
6241|20402|The Strongest Man in the World
6242|19898|The Scarlet Pimpernel
6243|22071|The Ten Commandments
6244|18788|Mr. Wrong
6245|19990|Shafts Big Score!
6246|17223|The Greatest Story Ever Told
6247|15151|Arlington Road
6248|20311|The Star
6249|20442|Sunshine
6250|19297|Phantom of the Opera
6251|5035|The Tigger Movie
6252|16955|Frankenstein and the Monster from Hell
6253|4782|Bartok the Magnificent
6254|15477|Black Christmas
6255|21169|Wholly Moses!
6256|15600|The Boxer
6257|15219|Babylon 5: The Gathering
6258|10380|Surf Nazis Must Die
6259|16694|Evil Alien Conquerors
6260|15876|Charlie
6261|15120|Another 48 Hrs.
6262|15499|The Blackout
6263|17007|Funny About Love
6264|17556|How Stella Got Her Groove Back
6265|16233|Dark Asylum
6266|15804|Carnosaur
6267|19093|Once Upon a Time in the Midlands
6268|19353|Playing God
6269|17690|In Harms Way
6270|17406|Helen of Troy
6271|18593|Melody Time
6272|16714|Extreme Measures
6273|15280|Barry Lyndon
6274|18738|The Moon-Spinners
6275|18248|The Lion King II: Simbas Pride
6276|18462|Major League
6277|18245|Limbo
6278|15125|Another You
6279|16523|Dragonfly
6280|20413|The Substitute 2: Schools Out
6281|19278|Perfume
6282|17456|High School U.S.A.
6283|17261|The Guilty
6284|15601|The Boy Who Could Fly
6285|20854|Two Family House
6286|18297|Lolita
6287|16005|Cold Comfort Farm
6288|19126|Opportunity Knocks
6289|22124|Vanity Fair
6290|17130|The Glow
6291|16471|Domestic Disturbance
6292|16964|Freddys Dead: The Final Nightmare
6293|15877|Charlie Chan and the Curse of the Dragon Queen
6294|19166|Outland
6295|19738|Rock Star
6296|17157|The Golden Bowl
6297|18594|Melvin and Howard
6298|16279|Dead Bang
6299|16944|Foxy Brown
6300|22231|Princess Caraboo
6301|16849|The First Deadly Sin
6302|17489|Home Alone 2: Lost in New York
6303|21162|Whiteboyz
6304|18697|Mockingbird Dont Sing
6305|20786|The Trial of Billy Jack
6306|10292|The Best of Times
6307|15702|Bull Durham
6308|21161|White Zombie
6309|19335|Pipe Dream
6310|15578|The Boondock Saints
6311|15417|The Big Green
6312|20546|Taste the Blood of Dracula
6313|15717|Burnt Offerings
6314|20265|Spinning Boris
6315|13911|13 Moons
6316|16832|Fire Down Below
6317|16982|Friendly Persuasion
6318|18423|Mackennas Gold
6319|19660|Return of the Killer Tomatoes!
6320|20581|The Terminator
6321|19773|Rooster Cogburn
6322|19860|The Sandlot 2
6323|9120|The Farmers Wife
6324|19188|Padre padrone
6325|20017|Shattered Glass
6326|21184|Wild Bill
6327|16951|Frankenfish
6328|20707|Tombstone
6329|20192|Someone Like You...
6330|21795|Local Boys
6331|6960|7 Faces of Dr. Lao
6332|16499|Double Whammy
6333|20924|Up the Sandbox
6334|22160|Year of the Dragon
6335|17382|Heartbreak Ridge
6336|19682|Rhinestone
6337|19718|The Road to El Dorado
6338|20223|Soul of the Game
6339|16805|Fever Pitch
6340|19853|Say It Isnt So
6341|20607|The Thing from Another World
6342|15814|Casanovas Big Night
6343|19258|Pennies from Heaven
6344|20334|Stealing Sinatra
6345|17236|Gridlockd
6346|21455|Blood Simple.
6347|21920|The Presidents Analyst
6348|21661|The Great Race
6349|16188|The Cutting Edge
6350|16122|The Craft
6351|15489|The Black Scorpion
6352|4571|The 39 Steps
6353|19025|Now and Then
6354|18642|Midnight Run
6355|17132|Go
6356|14936|AKA
6357|20151|Slumber Party Massacre II
6358|19443|The Prince of Tides
6359|15199|The Avengers
6360|20482|Sweet Smell of Success
6361|19829|Sabrina
6362|20090|Simon Sez
6363|13589|All the Pretty Horses
6364|19222|Paris, Texas
6365|17094|Ghosts on the Loose
6366|18991|No Way Out
6367|18879|Mystery Train
6368|20882|Unconditional Love
6369|17036|Gang of Roses
6370|17608|I Am Sam
6371|17982|Key Largo
6372|18855|My Dog Skip
6373|19368|Point of Origin
6374|19607|Red Corner
6375|19288|Peter Pan
6376|19795|The Rules of Attraction
6377|21255|Woman of the Year
6378|20550|Tea with Mussolini
6379|15476|Black Circle Boys
6380|18930|New Best Friend
6381|21056|The Watcher in the Woods
6382|20608|The Thing with Two Heads
6383|21357|xXx: State of the Union
6384|22251|Unbreakable
6385|18483|The Man Who Knew Too Much
6386|13265|The Eighteenth Angel
6387|9334|Thumbelina
6388|15446|Billy Elliot
6389|19826|Sabotage
6390|22248|Spartacus
6391|19735|Robot Monster
6392|17811|It Should Happen to You
6393|20266|Spinout
6394|16328|The Deep End
6395|17770|Interview with the Assassin
6396|20919|Untamed Heart
6397|16140|The Crimson Pirate
6398|15288|Batman
6399|16334|DeepStar Six
6400|15886|Chasers
6401|18913|Nekromantik
6402|7158|Arctic Blue
6403|19546|Railroaded!
6404|19596|Reap the Wild Wind
6405|13815|The Warriors
6406|19174|The Outsiders
6407|21664|The Grudge
6408|20825|Truth or Consequences, N.M.
6409|19449|The Principal
6410|20247|The Spanish Prisoner
6411|6376|Kon-Tiki
6412|13372|Alices Adventures in Wonderland
6413|17156|The Gold Rush
6414|22033|Sphere
6415|16602|The Eiger Sanction
6416|19480|The Public Enemy
6417|18211|Lets Make Love
6418|16583|Eaten Alive
6419|17894|Johnny Tremain
6420|20738|Touch of Pink
6421|7602|Ulees Gold
6422|18416|M
6423|11246|Louisiana Story
6424|19426|The Pride and the Passion
6425|16045|The Concert for Bangladesh
6426|20539|Taps
6427|17144|The Gods Must Be Crazy
6428|21517|Crocodile Dundee
6429|20984|Videodrome
6430|20584|The Terror
6431|12450|Blood Feast 2: All U Can Eat
6432|22192|Final Stab
6433|17443|The Hidden
6434|17441|Hidden Agenda
6435|20353|Stoked: The Rise and Fall of Gator
6436|16551|Duck Soup
6437|6040|Starkweather
6438|20054|The Shop Around the Corner
6439|13365|Mandragora
6440|17778|Invasion
6441|15282|Basic
6442|15684|The Browning Version
6443|20922|Up Close & Personal
6444|16240|Dark Star
6445|15422|The Big Lebowski
6446|17453|High Noon
6447|17617|I Got Five on It
6448|16307|Death Wish
6449|17710|In the Good Old Summertime
6450|8426|Bad Moon
6451|19347|Planet of the Apes
6452|17546|The House of Yes
6453|19441|The Prince of Egypt
6454|16356|Desecration
6455|18774|Mr. Hobbs Takes a Vacation
6456|15795|Carlitos Way: Rise to Power
6457|6813|Elvis: Aloha from Hawaii
6458|17164|Gone in 60 Seconds
6459|18469|Male and Female
6460|18208|Lethal Weapon 4
6461|14900|20000 Leagues Under the Sea
6462|19644|Repulsion
6463|18178|Leave Her to Heaven
6464|21309|Yesterday
6465|18346|Lost Horizon
6466|20731|Tortilla Soup
6467|21546|Dead of Winter
6468|21111|Wheel of Time
6469|16628|Emile
6470|21605|Fantasia
6471|20977|Very Annie Mary
6472|19881|Saturn 3
6473|5994|Eddie Izzard: Definite Article
6474|16617|Elizabeth R
6475|20492|Swimming to Cambodia
6476|5390|AFIs 100 Years... 100 Stars
6477|14902|2009: Lost Memories
6478|8003|35 Up
6479|11866|Blue Collar Comedy Tour Rides Again
6480|9208|Alice Through the Looking Glass
6481|15968|The Clash: Westway to the World
6482|11901|White Stripes: Under Blackpool Lights
6483|8281|Red Hot Chili Peppers: Live at Slane Castle
6484|14282|Dave Chappelle: For What Its Worth
6485|7369|The Corndog Man
6486|18279|Live Forever
6487|9456|Rammstein: Lichtspielhaus
6488|21891|PS
6489|22085|The Titanic
